ShipmentID,TemplateID,ServiceDate,Status,CreatedBy,ClientID,ClientName,SiteID,SiteName,SiteRegion,WasteTypeID,WasteTypeName,WasteCategory,TreatmentMethod,ProfileNumber,WasteCodes,SourceCode,FormCode,TreatmentCode,EwcNumber,ManagementMethod,TriWasteCode,IsRegulatedRCRA,Quantity,UnitOfMeasure,WeightPerUnitLbs,StandardizedLbs,StandardizedKg,ContainerType,TargetLoadWeightLbs,ContainerLocation,ServiceFrequency,VendorID,VendorName,VendorType,VendorRiskLevel,TransporterName,ReceivingFacility,MilesToFacility,PlatformHaulCost,PlatformDisposalCost,PlatformFuelFee,PlatformEnvFee,PlatformOtherFee,PlatformTotalCost,CustomerHaulBilled,CustomerDisposalBilled,CustomerFuelBilled,CustomerEnvBilled,CustomerOtherBilled,CustomerTotalBilled,RebateCredit,MarginSpread,Notes
411388,17,2025-12-22,submitted,ajohnson,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,7.2,DM,459.0,3304.8,1499.03,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,1440.0,40.0,20.0,0.0,1850.0,425.0,1728.0,50.0,25.0,0.0,2228.0,0,378.0,
411389,18,2025-12-23,submitted,sroberts,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.77,Lb,12000.0,9240.0,4191.2,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-66.5,346.5,-291.5,
411390,1,2025-12-24,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.35,Ton,2000.0,6700.0,3039.07,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,363.74,0.0,0.0,0.0,814.72,275.0,301.5,0.0,0.0,0.0,576.5,0,-238.22,Emergency cleanup
411391,2,2025-12-26,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,5.89,Ton,2000.0,11780.0,5343.32,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,639.54,0.0,0.0,0.0,1090.52,275.0,530.1,0.0,0.0,0.0,805.1,0,-285.42,
411392,3,2025-12-27,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,2.88,Ton,2000.0,5760.0,2612.7,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,312.71,0.0,0.0,0.0,763.69,275.0,259.2,0.0,0.0,0.0,534.2,0,-229.49,
411393,4,2025-12-29,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.24,Ton,2000.0,14480.0,6568.03,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,584.34,0.0,0.0,122.97,1424.77,400.0,325.8,0.0,0.0,75.0,800.8,0,-623.97,
411394,5,2025-12-30,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.03,Ton,2000.0,14060.0,6377.52,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,567.39,0.0,0.0,122.97,1407.82,400.0,316.35,0.0,0.0,75.0,791.35,0,-616.47,Scheduled pickup
411395,6,2025-12-24,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,3.9,Ton,2000.0,7800.0,3538.02,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,314.77,0.0,0.0,122.97,1155.2,400.0,175.5,0.0,0.0,75.0,650.5,0,-504.7,
411396,7,2025-12-26,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,8.71,Ton,2000.0,17420.0,7901.59,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,65.33,0.0,0.0,0.0,65.33,0.0,0.0,0.0,0.0,0.0,-1349.99,1349.99,-1415.32,
019929442FLE,8,2025-12-27,pending,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.58,DM,420.0,2343.6,1063.04,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,697.5,0.0,0.0,0.0,727.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-727.5,
019929443FLE,9,2025-12-29,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,8.8,DM,420.0,3696.0,1676.48,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1100.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1130.0,
019929444FLE,10,2025-12-30,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.08,DM,300.0,1524.0,691.28,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,2159.0,0.0,0.0,0.0,2189.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2189.0,
411400,11,2025-12-31,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.52,DM,550.0,1386.0,628.68,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,3361.76,0.0,0.0,0.0,3361.76,0.0,0.0,0.0,0.0,0.0,0.0,0,-3361.76,
019929446FLE,12,2026-01-02,submitted,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.01,Lb,105.0,106.05,48.1,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,85.85,25.0,0.0,0.0,260.85,200.0,101.0,30.0,0.0,0.0,331.0,0,70.15,
019929447FLE,13,2025-12-27,pending,jsmith,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,1.18,Lb,459.0,541.62,245.67,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,177.0,30.0,15.0,0.0,422.0,250.0,206.5,35.0,20.0,0.0,511.5,0,89.5,Scheduled pickup
411403,14,2025-12-29,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.75,Lb,70780.0,53085.0,24078.98,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,33.75,75.0,0.0,0.0,958.75,950.0,41.25,85.0,0.0,0.0,1076.25,0,117.5,
411404,15,2025-12-30,submitted,ajohnson,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.86,Ton,2000.0,7720.0,3501.74,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,366.7,45.0,0.0,0.0,936.7,600.0,424.6,50.0,0.0,0.0,1074.6,0,137.9,
411405,16,2025-12-31,submitted,sroberts,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,9.54,Ton,2000.0,19080.0,8654.55,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,47.7,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,-1471.5,1471.5,-1519.2,
411406,17,2026-01-02,submitted,jsmith,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,7.56,DM,459.0,3470.04,1573.99,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,1512.0,40.0,20.0,0.0,1922.0,425.0,1814.4,50.0,25.0,0.0,2314.4,0,392.4,
411407,18,2026-01-03,pending,mchen,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.83,Lb,12000.0,9960.0,4517.79,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-93.5,373.5,-318.5,
411408,1,2026-01-05,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.56,Ton,2000.0,7120.0,3229.58,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,386.54,0.0,0.0,0.0,837.52,275.0,320.4,0.0,0.0,0.0,595.4,0,-242.12,
411409,2,2025-12-30,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,6.21,Ton,2000.0,12420.0,5633.62,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,674.28,0.0,0.0,0.0,1125.26,275.0,558.9,0.0,0.0,0.0,833.9,0,-291.36,
411410,3,2026-01-01,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,1.67,Ton,2000.0,3340.0,1515.0,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,181.33,0.0,0.0,0.0,632.31,275.0,150.3,0.0,0.0,0.0,425.3,0,-207.01,Scheduled pickup
411411,4,2026-01-02,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.75,Ton,2000.0,15500.0,7030.69,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,625.5,0.0,0.0,122.97,1465.93,400.0,348.75,0.0,0.0,75.0,823.75,0,-642.18,
411412,5,2026-01-03,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.44,Ton,2000.0,14880.0,6749.46,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,600.48,0.0,0.0,122.97,1440.91,400.0,334.8,0.0,0.0,75.0,809.8,0,-631.11,
411413,6,2026-01-05,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,4.1,Ton,2000.0,8200.0,3719.46,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,330.91,0.0,0.0,122.97,1171.34,400.0,184.5,0.0,0.0,75.0,659.5,0,-511.84,
411414,7,2026-01-06,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,9.4,Ton,2000.0,18800.0,8527.55,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,70.5,0.0,0.0,0.0,70.5,0.0,0.0,0.0,0.0,0.0,-1456.57,1456.57,-1527.07,Emergency cleanup
019929460FLE,8,2026-01-08,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.94,DM,420.0,2494.8,1131.62,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,742.5,0.0,0.0,0.0,772.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-772.5,
019929461FLE,9,2026-01-02,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,9.28,DM,420.0,3897.6,1767.92,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1160.0,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1190.0,
019929462FLE,10,2026-01-03,pending,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,2.92,DM,300.0,876.0,397.35,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1241.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1271.0,
411418,11,2026-01-05,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.7,DM,550.0,1485.0,673.59,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,3601.88,0.0,0.0,0.0,3601.88,0.0,0.0,0.0,0.0,0.0,0.0,0,-3601.88,Scheduled pickup
019929464FLE,12,2026-01-06,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.07,Lb,105.0,112.35,50.96,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,90.95,25.0,0.0,0.0,265.95,200.0,107.0,30.0,0.0,0.0,337.0,0,71.05,
019929465FLE,13,2026-01-08,submitted,ajohnson,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,1.24,Lb,459.0,569.16,258.17,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,186.0,30.0,15.0,0.0,431.0,250.0,217.0,35.0,20.0,0.0,522.0,0,91.0,
411421,14,2026-01-09,submitted,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.81,Lb,70780.0,57331.8,26005.3,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,36.45,75.0,0.0,0.0,961.45,950.0,44.55,85.0,0.0,0.0,1079.55,0,118.1,
411422,15,2026-01-10,pending,jsmith,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.12,Ton,2000.0,8240.0,3737.61,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,391.4,45.0,0.0,0.0,961.4,600.0,453.2,50.0,0.0,0.0,1103.2,0,141.8,
411423,16,2026-01-05,submitted,mchen,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.06,Ton,2000.0,20120.0,9126.29,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,50.3,0.0,0.0,0.0,50.3,0.0,0.0,0.0,0.0,0.0,-1552.5,1552.5,-1602.8,
411424,17,2026-01-06,submitted,ajohnson,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,4.32,DM,459.0,1982.88,899.42,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,864.0,40.0,20.0,0.0,1274.0,425.0,1036.8,50.0,25.0,0.0,1536.8,0,262.8,
411425,18,2026-01-08,submitted,sroberts,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.89,Lb,12000.0,10680.0,4844.37,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-120.5,400.5,-345.5,
411426,1,2026-01-09,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.77,Ton,2000.0,7540.0,3420.09,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,409.35,0.0,0.0,0.0,860.33,275.0,339.3,0.0,0.0,0.0,614.3,0,-246.03,Scheduled pickup
411427,2,2026-01-10,pending,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,6.53,Ton,2000.0,13060.0,5923.92,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,709.03,0.0,0.0,0.0,1160.01,275.0,587.7,0.0,0.0,0.0,862.7,0,-297.31,
411428,3,2026-01-12,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,1.8,Ton,2000.0,3600.0,1632.93,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,195.44,0.0,0.0,0.0,646.42,275.0,162.0,0.0,0.0,0.0,437.0,0,-209.42,
411429,4,2026-01-13,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,8.26,Ton,2000.0,16520.0,7493.35,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,666.66,0.0,0.0,122.97,1507.09,400.0,371.7,0.0,0.0,75.0,846.7,0,-660.39,
411430,5,2026-01-08,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.85,Ton,2000.0,15700.0,7121.41,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,633.57,0.0,0.0,122.97,1474.0,400.0,353.25,0.0,0.0,75.0,828.25,0,-645.75,
411431,6,2026-01-09,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,2.33,Ton,2000.0,4660.0,2113.74,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,188.05,0.0,0.0,122.97,1028.48,400.0,104.85,0.0,0.0,75.0,579.85,0,-448.63,
411432,7,2026-01-10,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.08,Ton,2000.0,20160.0,9144.43,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,75.6,0.0,0.0,0.0,75.6,0.0,0.0,0.0,0.0,0.0,-1563.14,1563.14,-1638.74,
019929478FLE,8,2026-01-12,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,6.3,DM,420.0,2646.0,1200.21,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,787.5,0.0,0.0,0.0,817.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-817.5,
019929479FLE,9,2026-01-13,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,9.76,DM,420.0,4099.2,1859.37,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1220.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1250.0,Scheduled pickup
019929480FLE,10,2026-01-15,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,3.16,DM,300.0,948.0,430.01,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1343.0,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1373.0,
411436,11,2026-01-16,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.88,DM,550.0,1584.0,718.49,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,3842.01,0.0,0.0,0.0,3842.01,0.0,0.0,0.0,0.0,0.0,0.0,0,-3842.01,
019929482FLE,12,2026-01-10,pending,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.13,Lb,105.0,118.65,53.82,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,96.05,25.0,0.0,0.0,271.05,200.0,113.0,30.0,0.0,0.0,343.0,0,71.95,
019929483FLE,13,2026-01-12,submitted,jsmith,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,0.7,Lb,459.0,321.3,145.74,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,105.0,30.0,15.0,0.0,350.0,250.0,122.5,35.0,20.0,0.0,427.5,0,77.5,Emergency cleanup
411439,14,2026-01-13,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.87,Lb,70780.0,61578.6,27931.62,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,39.15,75.0,0.0,0.0,964.15,950.0,47.85,85.0,0.0,0.0,1082.85,0,118.7,
411440,15,2026-01-15,submitted,ajohnson,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.37,Ton,2000.0,8740.0,3964.4,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,415.15,45.0,0.0,0.0,985.15,600.0,480.7,50.0,0.0,0.0,1130.7,0,145.55,
411441,16,2026-01-16,submitted,sroberts,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.59,Ton,2000.0,21180.0,9607.1,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,52.95,0.0,0.0,0.0,52.95,0.0,0.0,0.0,0.0,0.0,-1633.5,1633.5,-1686.45,
411442,17,2026-01-17,pending,jsmith,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,4.68,DM,459.0,2148.12,974.37,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,936.0,40.0,20.0,0.0,1346.0,425.0,1123.2,50.0,25.0,0.0,1623.2,0,277.2,Scheduled pickup
411443,18,2026-01-19,submitted,mchen,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.95,Lb,12000.0,11400.0,5170.96,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-147.5,427.5,-372.5,
